Czas_Rejestracji;Liczba_Wolnych_Miejsc;Liczba_Poj_Wjezdzajacych;Liczba_Poj_Wyjezdzajacych;Nazwa
2017-06-06 16:15:01.890;721;2;7;Parking Hala Stulecia
2017-06-06 16:16:02.863;244;0;0;Renoma
2017-06-06 16:18:52.000;538;4;3;Narodowe Forum Muzyki
2017-06-06 16:20:00.077;147;4;4;Nowy Targ
2017-06-06 16:20:01.227;69;1;2;ul. œw. Antoniego
2017-06-06 16:20:01.687;724;1;4;Parking Hala Stulecia
2017-06-06 16:23:52.000;537;1;0;Narodowe Forum Muzyki
2017-06-06 16:25:00.010;151;2;6;Nowy Targ
2017-06-06 16:25:01.377;730;0;6;Parking Hala Stulecia
2017-06-06 16:25:01.947;69;0;0;ul. œw. Antoniego
2017-06-06 16:26:02.430;280;0;0;Renoma
2017-06-06 16:28:52.000;536;5;5;Narodowe Forum Muzyki
2017-06-06 16:30:00.010;155;1;5;Nowy Targ
2017-06-06 16:30:01.517;66;2;0;ul. œw. Antoniego
2017-06-06 16:30:02.047;731;3;4;Parking Hala Stulecia
2017-06-06 16:33:52.000;538;2;5;Narodowe Forum Muzyki
2017-06-06 16:35:00.010;161;0;6;Nowy Targ
2017-06-06 16:35:01.303;736;1;6;Parking Hala Stulecia
2017-06-06 16:35:01.840;64;1;0;ul. œw. Antoniego
2017-06-06 16:36:02.367;300;0;0;Renoma
2017-06-06 16:38:52.000;539;1;3;Narodowe Forum Muzyki
2017-06-06 16:40:00.043;168;0;7;Nowy Targ
2017-06-06 16:40:01.573;62;2;1;ul. œw. Antoniego
2017-06-06 16:40:02.160;739;0;3;Parking Hala Stulecia
2017-06-06 16:43:52.000;539;1;1;Narodowe Forum Muzyki
2017-06-06 16:45:00.010;177;1;10;Nowy Targ
2017-06-06 16:45:01.630;60;2;1;ul. œw. Antoniego
2017-06-06 16:45:02.063;747;0;8;Parking Hala Stulecia
2017-06-06 16:46:02.533;282;0;0;Renoma
2017-06-06 16:48:52.000;539;2;2;Narodowe Forum Muzyki
2017-06-06 16:50:00.040;176;3;2;Nowy Targ
2017-06-06 16:50:02.047;749;0;2;Parking Hala Stulecia
2017-06-06 16:50:02.063;52;4;0;ul. œw. Antoniego
2017-06-06 16:53:52.000;540;3;4;Narodowe Forum Muzyki
2017-06-06 16:55:00.010;177;1;2;Nowy Targ
2017-06-06 16:55:01.267;753;1;5;Parking Hala Stulecia
2017-06-06 16:55:01.823;55;0;2;ul. œw. Antoniego
2017-06-06 16:56:02.163;251;0;0;Renoma
2017-06-06 16:58:52.000;540;2;2;Narodowe Forum Muzyki
2017-06-06 17:00:00.040;184;2;9;Nowy Targ
2017-06-06 17:00:01.217;52;2;1;ul. œw. Antoniego
2017-06-06 17:00:01.327;756;0;3;Parking Hala Stulecia
2017-06-06 17:03:52.000;536;5;1;Narodowe Forum Muzyki
2017-06-06 17:05:00.010;190;1;7;Nowy Targ
2017-06-06 17:05:01.580;759;0;3;Parking Hala Stulecia
2017-06-06 17:05:01.800;52;1;2;ul. œw. Antoniego
2017-06-06 17:06:02.227;298;0;0;Renoma
2017-06-06 17:08:52.000;535;3;3;Narodowe Forum Muzyki
2017-06-06 17:10:00.037;205;2;17;Nowy Targ
2017-06-06 17:10:01.170;53;1;2;ul. œw. Antoniego
2017-06-06 17:10:01.687;758;2;1;Parking Hala Stulecia
2017-06-06 17:13:52.000;536;4;6;Narodowe Forum Muzyki
2017-06-06 17:15:00.010;210;5;10;Nowy Targ
2017-06-06 17:15:01.600;761;0;3;Parking Hala Stulecia
2017-06-06 17:15:02.027;60;0;4;ul. œw. Antoniego
2017-06-06 17:16:02.187;307;0;0;Renoma
2017-06-06 17:18:52.000;536;1;1;Narodowe Forum Muzyki
2017-06-06 17:20:00.043;214;3;7;Nowy Targ
2017-06-06 17:20:01.850;64;0;4;ul. œw. Antoniego
2017-06-06 17:20:02.060;761;0;0;Parking Hala Stulecia
2017-06-06 17:23:52.000;534;4;2;Narodowe Forum Muzyki
2017-06-06 17:25:00.010;217;1;4;Nowy Targ
2017-06-06 17:25:01.217;763;0;2;Parking Hala Stulecia
2017-06-06 17:25:01.773;68;1;4;ul. œw. Antoniego
2017-06-06 17:26:02.040;308;0;0;Renoma
2017-06-06 17:28:52.000;536;3;6;Narodowe Forum Muzyki
2017-06-06 17:30:00.047;226;1;10;Nowy Targ
2017-06-06 17:30:01.340;765;1;3;Parking Hala Stulecia
2017-06-06 17:30:01.933;61;4;1;ul. œw. Antoniego
2017-06-06 17:33:52.000;537;2;4;Narodowe Forum Muzyki
2017-06-06 17:35:00.010;231;2;7;Nowy Targ
2017-06-06 17:35:01.310;766;0;1;Parking Hala Stulecia
2017-06-06 17:35:01.747;60;2;2;ul. œw. Antoniego
2017-06-06 17:36:01.750;275;0;0;Renoma
2017-06-06 17:38:52.000;542;1;6;Narodowe Forum Muzyki
2017-06-06 17:40:00.010;232;0;1;Nowy Targ
2017-06-06 17:40:01.280;768;0;2;Parking Hala Stulecia
2017-06-06 17:40:01.707;60;1;2;ul. œw. Antoniego
2017-06-06 17:43:52.000;541;4;3;Narodowe Forum Muzyki
2017-06-06 17:45:00.017;235;1;4;Nowy Targ
2017-06-06 17:45:01.457;61;2;3;ul. œw. Antoniego
2017-06-06 17:45:02.217;769;0;1;Parking Hala Stulecia
2017-06-06 17:46:01.467;274;0;0;Renoma
2017-06-06 17:48:52.000;545;2;6;Narodowe Forum Muzyki
2017-06-06 17:50:00.043;237;2;4;Nowy Targ
2017-06-06 17:50:01.863;63;0;1;ul. œw. Antoniego
2017-06-06 17:50:01.923;770;0;1;Parking Hala Stulecia
2017-06-06 17:53:52.000;547;4;8;Narodowe Forum Muzyki
2017-06-06 17:55:00.013;240;0;3;Nowy Targ
2017-06-06 17:55:01.727;61;1;0;ul. œw. Antoniego
2017-06-06 17:55:02.193;771;0;1;Parking Hala Stulecia
2017-06-06 17:56:01.867;304;0;0;Renoma
2017-06-06 17:58:52.000;546;5;9;Narodowe Forum Muzyki
2017-06-06 18:00:00.040;237;5;2;Nowy Targ
2017-06-06 18:00:01.377;772;0;1;Parking Hala Stulecia
2017-06-06 18:00:01.860;59;3;2;ul. œw. Antoniego
2017-06-06 18:03:52.000;547;4;5;Narodowe Forum Muzyki
2017-06-06 18:05:00.013;237;3;3;Nowy Targ
2017-06-06 18:05:01.447;773;0;1;Parking Hala Stulecia
2017-06-06 18:05:01.740;60;0;1;ul. œw. Antoniego
2017-06-06 18:06:01.547;289;0;0;Renoma
2017-06-06 18:08:52.000;550;1;3;Narodowe Forum Muzyki
2017-06-06 18:10:00.043;241;2;6;Nowy Targ
2017-06-06 18:10:01.520;773;0;0;Parking Hala Stulecia
2017-06-06 18:10:02.050;62;1;3;ul. œw. Antoniego
2017-06-06 18:13:52.000;553;4;7;Narodowe Forum Muzyki
2017-06-06 18:15:00.010;243;1;3;Nowy Targ
2017-06-06 18:15:01.507;773;1;1;Parking Hala Stulecia
2017-06-06 18:15:02.010;65;0;2;ul. œw. Antoniego
2017-06-06 18:16:01.260;290;0;0;Renoma
2017-06-06 18:18:52.000;553;0;0;Narodowe Forum Muzyki
2017-06-06 18:20:00.043;245;1;3;Nowy Targ
2017-06-06 18:20:01.693;62;3;2;ul. œw. Antoniego
2017-06-06 18:20:01.940;775;0;2;Parking Hala Stulecia
2017-06-06 18:23:52.000;554;1;2;Narodowe Forum Muzyki
2017-06-06 18:25:00.010;247;0;2;Nowy Targ
2017-06-06 18:25:01.750;58;4;2;ul. œw. Antoniego
2017-06-06 18:25:02.143;776;0;1;Parking Hala Stulecia
2017-06-06 18:26:01.363;280;0;0;Renoma
2017-06-06 18:28:52.000;555;2;3;Narodowe Forum Muzyki
2017-06-06 18:30:00.043;247;2;2;Nowy Targ
2017-06-06 18:30:01.530;774;4;2;Parking Hala Stulecia
2017-06-06 18:30:02.017;62;0;3;ul. œw. Antoniego
2017-06-06 18:33:52.000;556;0;1;Narodowe Forum Muzyki
2017-06-06 18:35:00.010;246;2;1;Nowy Targ
2017-06-06 18:35:01.447;773;1;0;Parking Hala Stulecia
2017-06-06 18:35:01.747;62;1;1;ul. œw. Antoniego
2017-06-06 18:36:01.073;301;0;0;Renoma
2017-06-06 18:38:52.000;556;3;3;Narodowe Forum Muzyki
2017-06-06 18:40:00.043;250;1;5;Nowy Targ
2017-06-06 18:40:01.367;773;0;0;Parking Hala Stulecia
2017-06-06 18:40:01.850;62;1;1;ul. œw. Antoniego
2017-06-06 18:43:52.000;559;1;4;Narodowe Forum Muzyki
2017-06-06 18:45:01.383;63;1;1;ul. œw. Antoniego
2017-06-06 18:45:01.963;776;0;3;Parking Hala Stulecia
2017-06-06 18:46:00.713;328;0;0;Renoma
2017-06-06 18:48:52.000;559;2;2;Narodowe Forum Muzyki
2017-06-06 18:50:01.443;65;0;1;ul. œw. Antoniego
2017-06-06 18:50:02.143;775;1;0;Parking Hala Stulecia
2017-06-06 18:53:52.000;567;1;9;Narodowe Forum Muzyki
2017-06-06 18:55:01.537;66;1;2;ul. œw. Antoniego
2017-06-06 18:55:02.107;777;1;3;Parking Hala Stulecia
2017-06-06 18:56:01.083;304;0;0;Renoma
2017-06-06 18:58:52.000;568;1;2;Narodowe Forum Muzyki
2017-06-06 19:00:01.663;779;0;2;Parking Hala Stulecia
2017-06-06 19:00:01.993;68;0;1;ul. œw. Antoniego
2017-06-06 19:03:52.000;566;3;1;Narodowe Forum Muzyki
2017-06-06 19:05:01.410;67;3;2;ul. œw. Antoniego
2017-06-06 19:05:01.757;779;1;1;Parking Hala Stulecia
2017-06-06 19:06:00.977;302;0;0;Renoma
2017-06-06 19:08:52.000;567;0;1;Narodowe Forum Muzyki
2017-06-06 19:10:01.453;69;0;1;ul. œw. Antoniego
2017-06-06 19:10:01.820;779;0;0;Parking Hala Stulecia
2017-06-06 19:13:52.000;569;0;2;Narodowe Forum Muzyki
2017-06-06 19:15:01.487;70;0;1;ul. œw. Antoniego
2017-06-06 19:15:01.867;783;1;1;Parking Hala Stulecia
2017-06-06 19:16:00.647;336;0;0;Renoma
2017-06-06 19:18:52.000;571;0;2;Narodowe Forum Muzyki
2017-06-06 19:20:01.487;68;1;0;ul. œw. Antoniego
2017-06-06 19:20:02.097;784;1;2;Parking Hala Stulecia
2017-06-06 19:23:52.000;573;0;2;Narodowe Forum Muzyki
2017-06-06 19:25:01.573;66;2;1;ul. œw. Antoniego
2017-06-06 19:25:02.277;785;0;1;Parking Hala Stulecia
2017-06-06 19:26:00.370;332;0;0;Renoma
2017-06-06 19:28:52.000;574;1;2;Narodowe Forum Muzyki
2017-06-06 19:30:01.287;785;0;0;Parking Hala Stulecia
2017-06-06 19:30:01.840;66;0;0;ul. œw. Antoniego
2017-06-06 19:33:52.000;576;1;3;Narodowe Forum Muzyki
2017-06-06 19:35:01.827;68;1;2;ul. œw. Antoniego
2017-06-06 19:35:01.963;784;1;0;Parking Hala Stulecia
2017-06-06 19:36:00.113;351;0;0;Renoma
2017-06-06 19:38:52.000;572;4;0;Narodowe Forum Muzyki
2017-06-06 19:40:01.490;64;3;1;ul. œw. Antoniego
2017-06-06 19:40:02.120;786;0;2;Parking Hala Stulecia
2017-06-06 19:43:52.000;571;3;2;Narodowe Forum Muzyki
2017-06-06 19:45:01.617;786;0;0;Parking Hala Stulecia
2017-06-06 19:45:02.173;62;1;0;ul. œw. Antoniego
2017-06-06 19:46:00.280;347;0;0;Renoma
2017-06-06 19:48:52.000;569;3;1;Narodowe Forum Muzyki
2017-06-06 19:50:01.563;56;3;0;ul. œw. Antoniego
2017-06-06 19:50:01.833;786;0;0;Parking Hala Stulecia
2017-06-06 19:53:52.000;571;1;0;Narodowe Forum Muzyki
2017-06-06 19:55:01.220;56;1;1;ul. œw. Antoniego
2017-06-06 19:55:01.627;786;0;0;Parking Hala Stulecia
2017-06-06 19:56:00.267;336;0;0;Renoma
2017-06-06 19:58:52.000;573;1;2;Narodowe Forum Muzyki
2017-06-06 20:00:01.283;58;0;1;ul. œw. Antoniego
2017-06-06 20:00:01.703;786;0;0;Parking Hala Stulecia
2017-06-06 20:03:52.000;571;2;0;Narodowe Forum Muzyki
2017-06-06 20:05:01.410;58;1;1;ul. œw. Antoniego
2017-06-06 20:05:01.943;785;1;0;Parking Hala Stulecia
2017-06-06 20:05:59.703;371;0;0;Renoma
2017-06-06 20:08:52.000;568;3;0;Narodowe Forum Muzyki
2017-06-06 20:10:01.520;62;0;2;ul. œw. Antoniego
2017-06-06 20:10:01.977;785;0;0;Parking Hala Stulecia
2017-06-06 20:13:52.000;567;2;1;Narodowe Forum Muzyki
2017-06-06 20:15:01.713;62;0;0;ul. œw. Antoniego
2017-06-06 20:15:02.023;787;0;2;Parking Hala Stulecia
2017-06-06 20:15:59.313;381;0;0;Renoma
2017-06-06 20:18:52.000;567;0;0;Narodowe Forum Muzyki
2017-06-06 20:20:01.750;787;0;0;Parking Hala Stulecia
2017-06-06 20:20:02.007;64;0;1;ul. œw. Antoniego
2017-06-06 20:23:52.000;570;0;3;Narodowe Forum Muzyki
2017-06-06 20:25:01.270;66;0;1;ul. œw. Antoniego
2017-06-06 20:25:01.820;788;0;1;Parking Hala Stulecia
2017-06-06 20:25:59.147;413;0;0;Renoma
2017-06-06 20:28:52.000;570;0;0;Narodowe Forum Muzyki
2017-06-06 20:30:01.397;789;0;1;Parking Hala Stulecia
2017-06-06 20:30:01.810;66;0;0;ul. œw. Antoniego
2017-06-06 20:33:52.000;572;0;2;Narodowe Forum Muzyki
2017-06-06 20:35:01.220;789;0;0;Parking Hala Stulecia
2017-06-06 20:35:01.757;66;0;0;ul. œw. Antoniego
2017-06-06 20:35:58.880;360;0;0;Renoma
2017-06-06 20:38:52.000;571;2;1;Narodowe Forum Muzyki
2017-06-06 20:40:01.447;68;1;2;ul. œw. Antoniego
2017-06-06 20:40:02.153;789;0;0;Parking Hala Stulecia
2017-06-06 20:43:52.000;570;2;1;Narodowe Forum Muzyki
2017-06-06 20:45:01.580;68;1;1;ul. œw. Antoniego
2017-06-06 20:45:01.923;789;0;0;Parking Hala Stulecia
2017-06-06 20:45:58.537;419;0;0;Renoma
2017-06-06 20:48:52.000;570;2;1;Narodowe Forum Muzyki
2017-06-06 20:50:01.487;789;0;0;Parking Hala Stulecia
2017-06-06 20:50:01.613;68;1;1;ul. œw. Antoniego
2017-06-06 20:53:52.000;572;0;0;Narodowe Forum Muzyki
2017-06-06 20:55:01.620;789;0;0;Parking Hala Stulecia
2017-06-06 20:55:01.970;68;0;0;ul. œw. Antoniego
2017-06-06 20:55:58.110;378;0;0;Renoma
2017-06-06 20:58:52.000;572;0;0;Narodowe Forum Muzyki
2017-06-06 21:00:01.200;68;1;1;ul. œw. Antoniego
2017-06-06 21:00:01.940;789;0;0;Parking Hala Stulecia
2017-06-06 21:03:52.000;572;0;1;Narodowe Forum Muzyki
2017-06-06 21:05:01.323;66;1;0;ul. œw. Antoniego
2017-06-06 21:05:01.973;789;0;0;Parking Hala Stulecia
2017-06-06 21:05:57.677;468;0;0;Renoma
2017-06-06 21:08:52.000;572;0;1;Narodowe Forum Muzyki
2017-06-06 21:10:01.377;68;0;1;ul. œw. Antoniego
2017-06-06 21:10:01.803;789;0;0;Parking Hala Stulecia
2017-06-06 21:13:52.000;572;0;1;Narodowe Forum Muzyki
2017-06-06 21:15:01.300;789;0;0;Parking Hala Stulecia
2017-06-06 21:15:01.817;67;1;0;ul. œw. Antoniego
2017-06-06 21:15:57.503;412;0;0;Renoma
2017-06-06 21:18:52.000;574;0;1;Narodowe Forum Muzyki
2017-06-06 21:20:01.763;67;0;0;ul. œw. Antoniego
2017-06-06 21:20:02.023;789;0;0;Parking Hala Stulecia
2017-06-06 21:23:52.000;575;0;1;Narodowe Forum Muzyki
2017-06-06 21:25:01.150;69;0;1;ul. œw. Antoniego
2017-06-06 21:25:01.853;789;0;0;Parking Hala Stulecia
2017-06-06 21:25:57.680;443;0;0;Renoma
2017-06-06 21:28:52.000;575;0;0;Narodowe Forum Muzyki
2017-06-06 21:30:01.283;789;0;0;Parking Hala Stulecia
2017-06-06 21:30:01.707;68;2;2;ul. œw. Antoniego
2017-06-06 21:33:52.000;577;0;2;Narodowe Forum Muzyki
2017-06-06 21:35:01.417;68;0;0;ul. œw. Antoniego
2017-06-06 21:35:01.940;789;0;0;Parking Hala Stulecia
2017-06-06 21:35:57.033;424;0;0;Renoma
2017-06-06 21:38:52.000;579;0;2;Narodowe Forum Muzyki
2017-06-06 21:40:01.550;68;0;0;ul. œw. Antoniego
2017-06-06 21:40:01.927;789;0;0;Parking Hala Stulecia
2017-06-06 21:43:52.000;579;0;0;Narodowe Forum Muzyki
2017-06-06 21:45:01.350;789;0;0;Parking Hala Stulecia
2017-06-06 21:45:01.917;70;0;1;ul. œw. Antoniego
2017-06-06 21:45:56.973;388;0;0;Renoma
2017-06-06 21:48:52.000;581;0;2;Narodowe Forum Muzyki
2017-06-06 21:50:01.823;72;0;1;ul. œw. Antoniego
2017-06-06 21:50:02.130;789;0;0;Parking Hala Stulecia
2017-06-06 21:53:52.000;584;0;3;Narodowe Forum Muzyki
2017-06-06 21:55:01.787;72;0;0;ul. œw. Antoniego
2017-06-06 21:55:02.177;791;0;2;Parking Hala Stulecia
2017-06-06 21:55:57.413;434;0;0;Renoma
2017-06-06 21:58:52.000;585;0;1;Narodowe Forum Muzyki
2017-06-06 22:00:01.703;78;0;3;ul. œw. Antoniego
2017-06-06 22:00:02.133;791;0;0;Parking Hala Stulecia
2017-06-06 22:03:52.000;585;0;0;Narodowe Forum Muzyki
2017-06-06 22:05:01.770;792;0;1;Parking Hala Stulecia
2017-06-06 22:05:01.940;81;0;2;ul. œw. Antoniego
2017-06-06 22:05:57.330;409;0;0;Renoma
2017-06-06 22:08:52.000;585;0;0;Narodowe Forum Muzyki
2017-06-06 22:10:01.783;792;0;0;Parking Hala Stulecia
2017-06-06 22:10:02.123;81;0;0;ul. œw. Antoniego
2017-06-06 22:13:52.000;586;0;1;Narodowe Forum Muzyki
2017-06-06 22:15:01.477;83;0;1;ul. œw. Antoniego
2017-06-06 22:15:02.153;792;0;0;Parking Hala Stulecia
2017-06-06 22:15:57.263;425;0;0;Renoma
2017-06-06 22:18:52.000;586;0;0;Narodowe Forum Muzyki
2017-06-06 22:20:01.360;792;0;0;Parking Hala Stulecia
2017-06-06 22:20:01.510;83;0;0;ul. œw. Antoniego
2017-06-06 22:23:52.000;586;0;0;Narodowe Forum Muzyki
2017-06-06 22:25:01.207;792;0;0;Parking Hala Stulecia
2017-06-06 22:25:01.587;83;0;0;ul. œw. Antoniego
2017-06-06 22:25:57.467;412;0;0;Renoma
2017-06-06 22:28:52.000;589;0;3;Narodowe Forum Muzyki
2017-06-06 22:30:01.573;83;0;0;ul. œw. Antoniego
2017-06-06 22:30:02.120;792;0;0;Parking Hala Stulecia
2017-06-06 22:33:52.000;591;0;2;Narodowe Forum Muzyki
2017-06-06 22:35:01.760;792;0;0;Parking Hala Stulecia
2017-06-06 22:35:02.010;85;0;1;ul. œw. Antoniego
2017-06-06 22:35:57.120;507;0;0;Renoma
2017-06-06 22:38:52.000;594;0;3;Narodowe Forum Muzyki
2017-06-06 22:40:01.603;792;0;0;Parking Hala Stulecia
2017-06-06 22:40:01.790;85;0;0;ul. œw. Antoniego
2017-06-06 22:43:52.000;594;0;0;Narodowe Forum Muzyki
2017-06-06 22:45:01.843;792;0;0;Parking Hala Stulecia
2017-06-06 22:45:02.023;85;0;0;ul. œw. Antoniego
2017-06-06 22:45:56.977;588;0;0;Renoma
2017-06-06 22:48:52.000;596;0;2;Narodowe Forum Muzyki
2017-06-06 22:50:01.367;91;0;3;ul. œw. Antoniego
2017-06-06 22:50:01.747;792;0;0;Parking Hala Stulecia
2017-06-06 22:53:52.000;596;0;0;Narodowe Forum Muzyki
2017-06-06 22:55:01.613;792;0;0;Parking Hala Stulecia
2017-06-06 22:55:02.003;93;0;1;ul. œw. Antoniego
2017-06-06 22:55:56.690;538;0;0;Renoma
2017-06-06 22:58:52.000;597;0;1;Narodowe Forum Muzyki
2017-06-06 23:00:01.243;792;0;0;Parking Hala Stulecia
2017-06-06 23:00:01.587;93;0;0;ul. œw. Antoniego
2017-06-06 23:03:52.000;597;0;0;Narodowe Forum Muzyki
2017-06-06 23:05:01.630;97;0;2;ul. œw. Antoniego
2017-06-06 23:05:01.900;792;0;0;Parking Hala Stulecia
2017-06-06 23:05:56.367;514;0;0;Renoma
2017-06-06 23:08:53.000;597;0;0;Narodowe Forum Muzyki
2017-06-06 23:10:01.540;97;0;0;ul. œw. Antoniego
2017-06-06 23:10:02.110;792;0;0;Parking Hala Stulecia
2017-06-06 23:13:52.000;597;0;0;Narodowe Forum Muzyki
2017-06-06 23:15:01.413;97;0;0;ul. œw. Antoniego
2017-06-06 23:15:01.543;792;0;0;Parking Hala Stulecia
2017-06-06 23:15:56.507;592;0;0;Renoma
2017-06-06 23:18:52.000;599;0;2;Narodowe Forum Muzyki
2017-06-06 23:20:01.757;97;0;0;ul. œw. Antoniego
2017-06-06 23:20:02.120;792;0;0;Parking Hala Stulecia
2017-06-06 23:23:53.000;599;0;0;Narodowe Forum Muzyki
2017-06-06 23:25:01.447;792;0;0;Parking Hala Stulecia
2017-06-06 23:25:02.030;97;0;0;ul. œw. Antoniego
2017-06-06 23:25:56.107;527;0;0;Renoma
2017-06-06 23:28:52.000;602;0;3;Narodowe Forum Muzyki
2017-06-06 23:30:01.387;792;0;0;Parking Hala Stulecia
2017-06-06 23:30:01.740;99;0;1;ul. œw. Antoniego
2017-06-06 23:33:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-06 23:35:01.397;792;0;0;Parking Hala Stulecia
2017-06-06 23:35:01.763;99;0;0;ul. œw. Antoniego
2017-06-06 23:35:55.697;586;0;0;Renoma
2017-06-06 23:38:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-06 23:40:01.680;101;0;1;ul. œw. Antoniego
2017-06-06 23:40:02.167;792;0;0;Parking Hala Stulecia
2017-06-06 23:43:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-06 23:45:01.663;792;0;0;Parking Hala Stulecia
2017-06-06 23:45:01.923;103;0;1;ul. œw. Antoniego
2017-06-06 23:45:55.210;540;0;0;Renoma
2017-06-06 23:48:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-06 23:50:01.253;792;0;0;Parking Hala Stulecia
2017-06-06 23:50:01.930;103;0;0;ul. œw. Antoniego
2017-06-06 23:53:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-06 23:55:01.737;103;0;0;ul. œw. Antoniego
2017-06-06 23:55:01.917;792;0;0;Parking Hala Stulecia
2017-06-06 23:55:54.730;579;0;0;Renoma
2017-06-06 23:58:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-07 00:00:01.597;103;0;0;ul. œw. Antoniego
2017-06-07 00:00:01.960;792;0;0;Parking Hala Stulecia
2017-06-07 00:03:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-07 00:05:02.023;792;0;0;Parking Hala Stulecia
2017-06-07 00:05:02.087;104;0;1;ul. œw. Antoniego
2017-06-07 00:05:54.407;575;0;0;Renoma
2017-06-07 00:08:53.000;602;0;0;Narodowe Forum Muzyki
2017-06-07 00:10:01.687;792;0;0;Parking Hala Stulecia
2017-06-07 00:10:02.007;104;0;0;ul. œw. Antoniego
2017-06-07 00:13:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-07 00:15:01.470;792;0;0;Parking Hala Stulecia
2017-06-07 00:15:01.773;104;0;0;ul. œw. Antoniego
2017-06-07 00:15:54.027;553;0;0;Renoma
2017-06-07 00:18:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-07 00:20:01.283;104;0;0;ul. œw. Antoniego
2017-06-07 00:20:02.117;792;0;0;Parking Hala Stulecia
2017-06-07 00:23:53.000;602;0;0;Narodowe Forum Muzyki
2017-06-07 00:25:01.507;792;0;0;Parking Hala Stulecia
2017-06-07 00:25:02.087;104;0;0;ul. œw. Antoniego
2017-06-07 00:25:53.783;524;0;0;Renoma
2017-06-07 00:28:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-07 00:30:01.317;792;0;0;Parking Hala Stulecia
2017-06-07 00:30:01.633;104;0;0;ul. œw. Antoniego
2017-06-07 00:33:52.000;602;0;0;Narodowe Forum Muzyki
2017-06-07 00:35:01.837;792;0;0;Parking Hala Stulecia
2017-06-07 00:35:02.110;104;0;0;ul. œw. Antoniego
2017-06-07 00:35:53.407;492;0;0;Renoma
2017-06-07 00:38:52.000;601;1;0;Narodowe Forum Muzyki
2017-06-07 00:40:01.227;104;0;0;ul. œw. Antoniego
2017-06-07 00:40:01.790;792;0;0;Parking Hala Stulecia
2017-06-07 00:43:52.000;601;0;0;Narodowe Forum Muzyki
2017-06-07 00:45:01.530;792;0;0;Parking Hala Stulecia
2017-06-07 00:45:02.090;104;0;0;ul. œw. Antoniego
2017-06-07 00:45:52.970;556;0;0;Renoma
2017-06-07 00:48:53.000;601;0;0;Narodowe Forum Muzyki
2017-06-07 00:50:01.740;104;0;0;ul. œw. Antoniego
2017-06-07 00:50:02.133;792;0;0;Parking Hala Stulecia
2017-06-07 00:53:53.000;601;0;0;Narodowe Forum Muzyki
2017-06-07 00:55:01.313;792;0;0;Parking Hala Stulecia
2017-06-07 00:55:01.893;104;0;0;ul. œw. Antoniego
2017-06-07 00:55:52.470;506;0;0;Renoma
2017-06-07 00:58:53.000;601;0;0;Narodowe Forum Muzyki
2017-06-07 01:00:01.223;104;0;0;ul. œw. Antoniego
2017-06-07 01:00:02.010;792;0;0;Parking Hala Stulecia
2017-06-07 01:03:53.000;601;0;0;Narodowe Forum Muzyki
2017-06-07 01:05:01.237;104;0;0;ul. œw. Antoniego
2017-06-07 01:05:01.530;792;0;0;Parking Hala Stulecia
2017-06-07 01:05:52.230;500;0;0;Renoma
2017-06-07 01:08:53.000;601;0;0;Narodowe Forum Muzyki
2017-06-07 01:10:01.300;792;0;0;Parking Hala Stulecia
2017-06-07 01:10:01.980;104;0;0;ul. œw. Antoniego
2017-06-07 01:13:53.000;608;0;0;Narodowe Forum Muzyki
2017-06-07 01:15:01.537;104;0;0;ul. œw. Antoniego
2017-06-07 01:15:02.070;792;0;0;Parking Hala Stulecia
2017-06-07 01:15:51.843;532;0;0;Renoma
2017-06-07 01:18:53.000;608;0;0;Narodowe Forum Muzyki
2017-06-07 01:20:01.517;792;0;0;Parking Hala Stulecia
2017-06-07 01:20:02.067;106;0;1;ul. œw. Antoniego
2017-06-07 01:23:53.000;608;0;0;Narodowe Forum Muzyki
2017-06-07 01:25:01.340;106;0;0;ul. œw. Antoniego
2017-06-07 01:25:01.733;792;0;0;Parking Hala Stulecia
2017-06-07 01:25:51.177;512;0;0;Renoma
2017-06-07 01:28:53.000;608;0;0;Narodowe Forum Muzyki
2017-06-07 01:30:01.307;792;0;0;Parking Hala Stulecia
2017-06-07 01:30:01.873;106;0;1;ul. œw. Antoniego
2017-06-07 01:33:53.000;608;0;0;Narodowe Forum Muzyki
2017-06-07 01:35:01.297;106;0;0;ul. œw. Antoniego
2017-06-07 01:35:01.580;792;0;0;Parking Hala Stulecia
2017-06-07 01:35:50.913;547;0;0;Renoma
2017-06-07 01:38:53.000;609;0;1;Narodowe Forum Muzyki
2017-06-07 01:40:01.170;106;0;0;ul. œw. Antoniego
2017-06-07 01:40:01.643;792;0;0;Parking Hala Stulecia
2017-06-07 01:43:53.000;609;0;0;Narodowe Forum Muzyki
2017-06-07 01:45:01.477;106;0;0;ul. œw. Antoniego
2017-06-07 01:45:01.923;792;0;0;Parking Hala Stulecia
2017-06-07 01:45:50.313;520;0;0;Renoma
