Czas_Rejestracji;Liczba_Wolnych_Miejsc;Liczba_Poj_Wjezdzajacych;Liczba_Poj_Wyjezdzajacych;Nazwa
2017-06-07 12:00:01.483;33;5;1;ul. œw. Antoniego
2017-06-07 12:00:02.043;626;4;0;Parking Hala Stulecia
2017-06-07 12:03:53.000;536;5;5;Narodowe Forum Muzyki
2017-06-07 12:05:01.387;625;4;3;Parking Hala Stulecia
2017-06-07 12:05:01.680;35;1;2;ul. œw. Antoniego
2017-06-07 12:05:34.237;185;0;0;Renoma
2017-06-07 12:08:53.000;532;6;2;Narodowe Forum Muzyki
2017-06-07 12:10:01.380;36;0;1;ul. œw. Antoniego
2017-06-07 12:10:01.687;620;7;2;Parking Hala Stulecia
2017-06-07 12:13:53.000;529;7;4;Narodowe Forum Muzyki
2017-06-07 12:15:01.403;38;2;3;ul. œw. Antoniego
2017-06-07 12:15:02.153;616;6;2;Parking Hala Stulecia
2017-06-07 12:15:33.807;202;0;0;Renoma
2017-06-07 12:18:53.000;533;1;5;Narodowe Forum Muzyki
2017-06-07 12:20:01.233;616;1;1;Parking Hala Stulecia
2017-06-07 12:20:01.573;40;0;1;ul. œw. Antoniego
2017-06-07 12:23:53.000;531;3;2;Narodowe Forum Muzyki
2017-06-07 12:25:01.480;40;1;1;ul. œw. Antoniego
2017-06-07 12:25:01.890;615;2;1;Parking Hala Stulecia
2017-06-07 12:25:33.540;215;0;0;Renoma
2017-06-07 12:28:53.000;529;3;1;Narodowe Forum Muzyki
2017-06-07 12:30:01.410;617;1;3;Parking Hala Stulecia
2017-06-07 12:30:01.670;41;1;1;ul. œw. Antoniego
2017-06-07 12:35:01.673;37;2;0;ul. œw. Antoniego
2017-06-07 12:35:02.093;618;2;3;Parking Hala Stulecia
2017-06-07 12:35:33.193;199;0;0;Renoma
2017-06-07 12:38:53.000;531;1;2;Narodowe Forum Muzyki
2017-06-07 12:40:01.530;620;1;3;Parking Hala Stulecia
2017-06-07 12:40:01.753;38;0;1;ul. œw. Antoniego
2017-06-07 12:43:53.000;532;3;4;Narodowe Forum Muzyki
2017-06-07 12:45:01.173;40;1;2;ul. œw. Antoniego
2017-06-07 12:45:01.747;619;2;1;Parking Hala Stulecia
2017-06-07 12:45:32.820;208;0;0;Renoma
2017-06-07 12:48:53.000;533;3;4;Narodowe Forum Muzyki
2017-06-07 12:50:01.357;619;1;1;Parking Hala Stulecia
2017-06-07 12:50:01.450;37;2;1;ul. œw. Antoniego
2017-06-07 12:53:53.000;530;6;3;Narodowe Forum Muzyki
2017-06-07 12:55:01.627;36;2;1;ul. œw. Antoniego
2017-06-07 12:55:01.890;618;1;0;Parking Hala Stulecia
2017-06-07 12:55:32.637;181;0;0;Renoma
2017-06-07 12:58:54.000;529;6;6;Narodowe Forum Muzyki
2017-06-07 13:00:01.203;620;2;4;Parking Hala Stulecia
2017-06-07 13:00:01.403;35;2;1;ul. œw. Antoniego
2017-06-07 13:03:53.000;528;3;2;Narodowe Forum Muzyki
2017-06-07 13:05:01.320;620;3;3;Parking Hala Stulecia
2017-06-07 13:05:01.883;31;3;0;ul. œw. Antoniego
2017-06-07 13:05:32.657;179;0;0;Renoma
2017-06-07 13:08:53.000;532;1;3;Narodowe Forum Muzyki
2017-06-07 13:10:01.707;32;2;4;ul. œw. Antoniego
2017-06-07 13:10:02.127;616;7;3;Parking Hala Stulecia
2017-06-07 13:13:53.000;529;5;2;Narodowe Forum Muzyki
2017-06-07 13:15:01.247;617;2;3;Parking Hala Stulecia
2017-06-07 13:15:01.477;31;1;0;ul. œw. Antoniego
2017-06-07 13:15:32.447;178;0;0;Renoma
2017-06-07 13:18:53.000;521;10;3;Narodowe Forum Muzyki
2017-06-07 13:20:01.460;621;3;7;Parking Hala Stulecia
2017-06-07 13:20:02.063;33;0;1;ul. œw. Antoniego
2017-06-07 13:23:53.000;523;3;5;Narodowe Forum Muzyki
2017-06-07 13:25:01.697;37;0;2;ul. œw. Antoniego
2017-06-07 13:25:01.857;618;5;2;Parking Hala Stulecia
2017-06-07 13:25:32.380;187;0;0;Renoma
2017-06-07 13:28:53.000;525;1;3;Narodowe Forum Muzyki
2017-06-07 13:30:01.700;621;2;5;Parking Hala Stulecia
2017-06-07 13:30:01.960;37;1;1;ul. œw. Antoniego
2017-06-07 13:33:53.000;527;1;3;Narodowe Forum Muzyki
2017-06-07 13:35:01.263;39;0;1;ul. œw. Antoniego
2017-06-07 13:35:01.737;620;4;3;Parking Hala Stulecia
2017-06-07 13:35:32.467;164;0;0;Renoma
2017-06-07 13:38:53.000;530;2;5;Narodowe Forum Muzyki
2017-06-07 13:40:01.940;628;1;9;Parking Hala Stulecia
2017-06-07 13:40:01.947;41;2;3;ul. œw. Antoniego
2017-06-07 13:43:53.000;536;2;8;Narodowe Forum Muzyki
2017-06-07 13:45:01.633;41;1;1;ul. œw. Antoniego
2017-06-07 13:45:01.840;630;3;5;Parking Hala Stulecia
2017-06-07 13:45:32.493;196;0;0;Renoma
2017-06-07 13:48:53.000;539;1;4;Narodowe Forum Muzyki
2017-06-07 13:50:01.607;632;2;4;Parking Hala Stulecia
2017-06-07 13:50:01.897;46;1;3;ul. œw. Antoniego
2017-06-07 13:53:54.000;538;3;2;Narodowe Forum Muzyki
2017-06-07 13:55:01.633;44;1;0;ul. œw. Antoniego
2017-06-07 13:55:01.890;629;5;2;Parking Hala Stulecia
2017-06-07 13:55:32.497;192;0;0;Renoma
2017-06-07 13:58:54.000;538;4;4;Narodowe Forum Muzyki
2017-06-07 14:00:01.823;43;2;2;ul. œw. Antoniego
2017-06-07 14:00:01.870;628;1;0;Parking Hala Stulecia
2017-06-07 14:03:53.000;539;4;5;Narodowe Forum Muzyki
2017-06-07 14:05:01.280;629;2;3;Parking Hala Stulecia
2017-06-07 14:05:01.627;40;2;1;ul. œw. Antoniego
2017-06-07 14:05:32.557;181;0;0;Renoma
2017-06-07 14:08:53.000;541;2;4;Narodowe Forum Muzyki
2017-06-07 14:10:01.413;631;3;5;Parking Hala Stulecia
2017-06-07 14:10:01.923;42;1;2;ul. œw. Antoniego
2017-06-07 14:13:53.000;541;2;4;Narodowe Forum Muzyki
2017-06-07 14:15:01.793;43;1;1;ul. œw. Antoniego
2017-06-07 14:15:01.837;636;0;5;Parking Hala Stulecia
2017-06-07 14:15:32.643;209;0;0;Renoma
2017-06-07 14:18:53.000;537;5;2;Narodowe Forum Muzyki
2017-06-07 14:20:01.797;636;5;5;Parking Hala Stulecia
2017-06-07 14:20:02.123;47;1;3;ul. œw. Antoniego
2017-06-07 14:23:53.000;537;2;2;Narodowe Forum Muzyki
2017-06-07 14:25:01.883;47;0;1;ul. œw. Antoniego
2017-06-07 14:25:02.133;633;4;1;Parking Hala Stulecia
2017-06-07 14:25:32.503;195;0;0;Renoma
2017-06-07 14:28:53.000;532;5;1;Narodowe Forum Muzyki
2017-06-07 14:30:01.207;49;0;1;ul. œw. Antoniego
2017-06-07 14:30:01.900;639;1;7;Parking Hala Stulecia
2017-06-07 14:33:53.000;532;5;1;Narodowe Forum Muzyki
2017-06-07 14:35:01.603;644;0;5;Parking Hala Stulecia
2017-06-07 14:35:01.867;47;1;0;ul. œw. Antoniego
2017-06-07 14:35:32.583;213;0;0;Renoma
2017-06-07 14:38:53.000;533;2;2;Narodowe Forum Muzyki
2017-06-07 14:40:01.733;48;0;1;ul. œw. Antoniego
2017-06-07 14:40:01.857;641;3;0;Parking Hala Stulecia
2017-06-07 14:43:53.000;534;2;3;Narodowe Forum Muzyki
2017-06-07 14:48:53.000;539;0;5;Narodowe Forum Muzyki
